Formula,Sites,Energy above Hull,Formation Energy,Predicted Stable,Volume,Density,Band Gap,Bulk Modulus Voigt,Bulk Modulus Reuss,Bulk Modulus VRH,Shear Modulus Voigt,Shear Modulus Reuss,Shear Modulus VRH
Bi2O3,10,0.033926611499999,-1.6078006035000052,False,160.55631416567675,9.638277098656488,2.0782,,,,,,
Bi2O3,20,0.062250879499998,-1.579476335500005,False,354.8774901420942,8.721242055945108,2.581399999999999,,,,,,
Bi2O3,20,0.050827896999999,-1.590899318000004,False,301.9515108458788,10.249899008835245,1.4737,,,,,,
Bi2O3,20,0.013384078999997,-1.628343136000007,False,346.1900689776534,8.940096117937046,1.7487,,,,,,
Bi2O3,80,0.037987467624998,-1.603739747375005,False,1429.5778080200537,8.659822429733916,2.5398,,,,,,
Bi2O3,40,0.015648539,-1.626078676000003,False,660.5601130343367,9.370751974467453,2.4549,,,,,,
Bi2O3,40,0.098116917749996,-1.543610297250007,False,683.9700391580516,9.050023581574726,1.9197,,,,,,
Bi2O3,5,0.906788816000002,-0.734938399000001,False,92.72427747084612,8.34455812478178,0.0,,,,,,
Bi2O3,10,0.361795156000003,-1.279932059000001,False,174.57677921464628,8.864215807103806,0.0,107.798,107.798,107.798,26.954,15.858,21.406
Bi2O3,20,0.019471687999999,-1.622255527000005,False,342.89865926787417,9.025910157664596,1.6582,20.242,20.242,20.242,25.133,25.031,25.082
Bi2O3,20,0.0,-1.641727215000003,True,327.9206233179676,9.438175801265304,2.194499999999999,57.339,49.514,53.426,32.272,27.8,30.036
Bi2O3,5,0.110213634499996,-1.531513580500007,False,85.83301720488731,9.01451618654986,1.6863,,,,,,
Bi2O3,20,0.016509779500001,-1.625217435500002,False,355.67766056215333,8.701621819160167,2.2769999999999992,,,,,,
Bi2O3,20,0.6000306765000031,-1.041696538500001,False,355.9770236831612,8.694304086575459,0.0,,,,,,
Bi2O3,30,0.275346988333335,-1.366380226666668,False,635.7497952177912,7.30233619031341,1.237,,,,,,
Bi2O3,20,0.358080735500003,-1.283646479500001,False,350.44516462644896,8.831545714247508,0.0,,,,,,
Bi2O3,5,0.111103452000002,-1.530623763000001,False,91.8018873968628,8.428401036995572,0.8820999999999991,,,,,,
Bi2O3,20,0.619884970500002,-1.021842244500001,False,382.8778408278223,8.083446367760068,0.6421,,,,,,
Bi2O3,15,0.117486542666668,-1.524240672333335,False,271.81245588414413,8.53981971227616,1.008099999999999,,,,,,
Bi2O3,5,0.106831370000002,-1.5348958450000012,False,92.7242594235707,8.344559748914879,1.3046,,,,,,
Bi2O3,160,0.037404371812503,-1.604322843187501,False,2829.967600241112,8.749139011971126,1.6840000000000002,,,,,,
Bi2O3,5,2.402893258000003,0.761166042999998,False,92.72427747084612,8.34455812478178,0.0,,,,,,
Bi2O3,65,0.033537677538464,-1.6081895374615391,False,1129.288136935189,8.907080725596586,1.823499999999999,,,,,,
Bi2O5,56,0.166094118749998,-1.085132275535716,False,823.7639343173947,8.030246005886388,0.0,,,,,,
Bi2O5,14,0.14591931142857,-1.105307082857145,False,241.31136279472344,6.853207166391006,0.0,,,,,,
Bi2O5,28,0.204651192857141,-1.046575201428573,False,461.88653827586256,7.160878803740625,0.0,,,,,,
Bi2O5,14,0.327105719999998,-0.924120674285716,False,260.4173401203409,6.35040953905821,0.0,,,,,,
Bi2O5,14,0.225215535714284,-1.02601085857143,False,247.1282007715467,6.691898195646094,0.0,,,,,,
Bi2O5,14,0.226295099285713,-1.024931295000001,False,247.12817193555975,6.691898976485798,0.0,,,,,,
Bi2Pd,6,0.001186145000005,-0.198452750000001,False,153.6751590240831,11.332408044406208,0.0,56.293,54.775,55.534,20.753,19.069,19.911
Bi2Pd,3,0.049872968333339,-0.149765926666664,False,75.9685234181935,11.462047240033977,0.0,54.399,49.789,52.094,15.517,14.72,15.119
Bi2Pd5,14,0.0,-0.250986444999999,True,253.69051058495603,12.437304575623353,0.0,,,,,,
Bi2Pt,9,0.050449851805552,-0.234871187777786,False,240.89496715910485,12.677535591313925,0.0,,,,,,
Bi2Pt,3,0.049649179999995,-0.235671859583334,False,83.4130697317057,12.204140709007412,0.0,,,,,,
Bi2Pt,12,0.008360557083335,-0.276960482499996,False,310.27526519719225,13.123635096455576,0.0,82.069,82.069,82.069,27.83,24.225,26.028
Bi2Pt,24,0.0,-0.285321039583332,True,631.3623246650828,12.898898780708732,0.0,,,,,,
Bi2Pt,9,0.036830780000002,-0.248490259583329,False,244.6222717691412,12.484368237778762,0.0,35.41,34.993,35.201,12.953,10.71,11.831
Bi2Rh,12,0.0,-0.2228227425,True,297.6488792858236,11.623344145634617,0.0,84.098,81.492,82.795,39.712,33.045,36.378
Bi2S,12,0.167938735833331,-0.062403191493056,False,360.5037033697668,8.29156998824427,0.0,,,,,,
Bi2S3,20,0.0,-0.414615469187504,True,517.2810621133061,6.602026285137526,1.361799999999999,26.464,17.433,21.948,15.609,-47.094,-15.742
Bi2Se,12,0.150013901111108,-0.091139951909724,False,365.7794226502932,9.02354096824111,0.0,,,,,,
Bi2Se,12,0.144572066111109,-0.096581786909723,False,365.6498096537388,9.026739570164445,0.0,,,,,,
Bi2Se,12,0.066834105833329,-0.174319747187505,False,379.81092647587786,8.690180759805303,0.0,,,,,,
Bi2Se3,5,0.6882820620000021,0.254205126562499,False,216.49607082389755,5.022671897302478,0.0,,,,,,
Bi2Se3,40,0.14810547975,-0.285971455687501,False,1333.79521375945,6.522073071404545,0.5469,,,,,,
Bi2Se3,20,0.014709641000003,-0.419367294437501,False,588.00036732479,7.397197629320277,0.9577999999999992,22.282,11.648,16.965,11.727,30.764,21.246
Bi2Se3,5,0.0,-0.434076935437502,True,151.77783048479455,7.164344933185313,0.3769,18.966,2.5380000000000003,10.752,13.094,2.083,7.588
Bi2Te,6,0.119874262777784,-0.032570739444433,False,203.96051723914024,8.883337166117965,0.0,,,,,,
Bi2Te3,5,0.634271542,0.359870538000001,False,358.69644220847607,3.707019180940313,0.4617,,,,,,
Bi2Te3,5,0.0,-0.274401004000003,True,181.7667606640336,7.315389164356592,0.3388,18.753,10.051,14.402,14.23,9.029,11.629
Bi2Te3,5,0.249602250000009,-0.024798753999994,False,170.33093278755382,7.806536191875013,0.0,40.58,33.036,36.808,-26.638,21.822,-2.408
Bi3As,8,0.276770030000001,0.276770030000001,False,228.15346184789712,10.216549767456485,0.0,,,,,,
Bi3Au,4,0.175629896875001,0.175629896875001,False,112.4276612147596,12.16898957887544,0.0,,,,,,
Bi3Au,4,0.165808989375001,0.165808989375001,False,114.0114524012473,11.99994394321724,0.0,,,,,,
Bi3Au,4,0.167315424375004,0.167315424375004,False,113.4683470226847,12.057380525920854,0.0,,,,,,
Bi3Au,4,0.176178721875004,0.176178721875004,False,127.8108592992226,10.704341127202404,0.0,,,,,,
Bi3Mo,16,0.338743741249999,0.338743741249999,False,440.46474364183626,10.900963043587163,0.0,,,,,,
Bi3O2,5,0.126569862000001,-0.9679149480000012,False,111.2929334454256,9.831671955002976,0.0,,,,,,
Bi3O5,16,0.059433329687502,-1.532432675,False,270.8529071503116,8.668162443760822,0.0,,,,,,
Bi3O7,40,0.142602738499999,-1.1711849755,False,662.7390995317644,7.405832896372782,0.0,,,,,,
Bi3P,8,0.410417297916666,0.410417297916666,False,221.0126253233262,9.886254192975734,0.0,,,,,,
Bi3Pb,4,0.094249277499997,0.094249277499997,False,125.97191061290673,10.995499257901134,0.0,,,,,,
Bi3Pd5,8,0.100788466041663,-0.170394602916665,False,175.8243808485612,10.946338517504262,0.0,,,,,,
Bi3Pd8,44,0.014650359090914,-0.229938329090905,False,804.0994965795564,12.211309198643615,0.0,,,,,,
Bi3Rh,16,0.046635573125001,-0.120481483749998,False,444.3849822761442,10.908910123573724,0.0,,,,,,
Bi3Sb,4,0.006644767499999,0.003182081249995,False,141.43193576766612,8.79043042904125,0.0,,,,,,
Bi3Se4,7,0.074107982142862,-0.339298623035712,False,211.14607427639024,7.414416863875741,0.0,,,,,,
Bi4Au,10,0.260180847499995,0.260180847499998,False,340.8858188221494,10.062907057734131,0.0,,,,,,
Bi4I,20,0.042504000666661,-0.161865844000005,False,769.9364003858044,8.30619413642376,0.0,,,,,,
Bi4Ir,45,0.039866788666671,-0.006417381333327,False,1500.7417016360057,10.238523247447974,0.0,,,,,,
Bi4O5,18,0.160481248333336,-1.359636543333335,False,344.04140047231857,8.841486024865493,0.3547,,,,,,
Bi4O5,18,0.150063271111114,-1.370054520555557,False,343.2115842087627,8.862862951621475,0.558,,,,,,
Bi4O7,22,0.15913024227273,-1.410071575909091,False,346.6660324664714,9.081096658999249,0.0,,,,,,
Bi4O7,22,0.0,-1.569201818181821,True,341.0743732873468,9.229974444804135,0.9108,,,,,,
Bi4O9,26,0.219034504615383,-1.128440073846155,False,451.5174183595307,7.207647217713905,0.0,,,,,,
Bi4Rh,60,0.012359528666664,-0.121334116833334,False,1738.374980309181,10.761492271745746,0.0,,,,,,
Bi4Se3,7,0.006718635714285,-0.303336318169645,False,220.78809995157792,8.068500829083089,0.0,,,,,,
Bi4Te3,7,0.001555137142851,-0.194445580000003,False,251.1176558687546,8.05891095593435,0.0,,,,,,
Bi6Br7,104,0.05895959403846,-0.782844882115385,False,3602.4935503783336,6.686272523317538,1.445799999999999,,,,,,
Bi6Cl7,104,0.001623943237177,-0.74810237631411,False,3204.9877300110224,6.22584187131544,1.6481,,,,,,
Bi7I2,18,0.042083905185188,-0.184993699999997,False,696.0595391981133,8.190680044647321,0.0,,,,,,
Bi8Mo3,22,0.355573169545451,0.355573169545447,False,601.5816408235933,10.818472772950178,0.0,,,,,,
Bi8Se7,45,0.00968261644445,-0.32793277778471,False,1411.1487927412095,7.853121057231019,0.0,,,,,,
Bi8Se9,17,0.00178683823529,-0.381222222444856,False,524.5903798716855,7.541515401189527,0.0025,,,,,,
Bi8Te7,45,0.001832977333336,-0.211590025777776,False,1619.0690250028515,7.892228883402623,0.0945,,,,,,
Bi8Te9,17,0.007293502941173,-0.234825029999997,False,607.3188890634901,7.711144993587404,0.0815,,,,,,
Bi9I2,22,0.029380013787877,-0.15641075409091,False,842.8535583364005,8.411047661712182,0.0,,,,,,
BiAu,2,0.23988130875,0.23988130875,False,55.81581975394983,12.07705636079378,0.0,,,,,,
BiAu2,6,0.00090746,0.000907459999998,False,129.27523715153944,15.488836155952104,0.0,100.689,100.689,100.689,24.381,23.539,23.96
BiB,2,0.8213030854166661,0.8213030854166661,False,42.56267404495231,8.574936006540474,0.0922,73.075,73.075,73.075,60.996,57.705,59.35
BiB,4,0.8356224979166661,0.8356224979166661,False,84.70797862507905,8.617186057953031,0.0,,,,,,
BiB5,24,1.190289018194445,1.190289018194448,False,1767.1667876837555,0.988657235169636,0.0,,,,,,
BiB6,7,0.339286516428574,0.339286516428574,False,74.83316365380618,6.07661928542081,0.0,,,,,,
BiBr,16,0.038713258749999,-0.742962326250001,False,588.9863500880214,6.515652960169437,0.7863999999999991,,,,,,
BiBr3,16,0.0,-1.172513377500001,True,691.496424150713,4.309906649201264,2.8826,5.309,1.751,3.53,2.678,0.8180000000000001,1.748
BiBr3,8,0.002342262499998,-1.170171115000002,False,300.67134786720067,4.956050946467928,2.8692,,,,,,
BiBr3,16,0.061744708749999,-1.110768668750001,False,586.5801697721018,5.080780411489115,2.5189,,,,,,
BiBr3,16,0.000340566249999,-1.17217281125,False,605.602466907785,4.921190383459687,2.8714,,,,,,
BiCl3,16,0.0,-1.044261659374999,True,437.57415036155714,4.7866940266516025,3.3934,5.74,2.263,4.002,4.687,2.702,3.695
BiF3,16,0.0,-2.621525922500002,True,216.35545643697455,8.16550500323912,4.6808,66.225,42.708,54.467,36.947,26.676,31.812
BiF3,4,0.270821632499998,-2.350704290000003,False,47.89981935711339,9.22055440774769,3.966299999999999,132.284,132.284,132.284,37.406,-62.588,-12.591
BiF3,16,0.267735626874998,-2.353790295625003,False,191.47048736845144,9.22675649022916,3.956199999999999,,,,,,
BiF3,8,0.071401103749998,-2.550124818750003,False,103.51144710617189,8.533604791565429,5.074400000000001,,,,,,
BiF4,10,0.075870751,-2.098028382999996,False,158.98251188538623,5.952987855183915,0.6554,,,,,,
BiF5,12,0.126652660833334,-1.744663273333332,False,197.75749949537973,5.10481850978885,0.4034,,,,,,
BiF5,24,0.014831697083332,-1.856484237083333,False,389.2538704500516,5.186929253684136,1.8671,,,,,,
BiF5,12,0.864753474166667,-1.00656246,False,226.06008974286183,4.465698235464186,0.0,,,,,,
BiF5,6,0.190267249999999,-1.681048684166666,False,86.15638996168902,5.858626065475081,0.0,,,,,,
BiF5,12,0.005903809999999,-1.865412124166667,False,226.0600857896333,4.465698313558138,1.7609,,,,,,
BiF5,24,0.014838849999998,-1.856477084166667,False,389.0647006489337,5.189451225926016,2.438799999999999,,,,,,
BiF5,6,0.0,-1.871315934166666,True,87.48976145342537,5.769338760918803,1.8137999999999992,23.126,4.348,13.737,16.033,4.983,10.508
Ba3Bi,8,0.149466545833331,-0.4475382025,False,356.7467114991335,5.780743761968124,0.0,,,,,,
Ba3Bi2,5,0.385686169,-0.51740777,False,289.0978355969761,4.767074022046877,0.0,18.785,18.785,18.785,13.099,6.865,9.982
Ba3Ca,4,0.040354355000001,0.040354355000001,False,244.71895957983756,3.06744369621771,0.0,,,,,,
Ba3Ca,4,0.0392140475,0.0392140475,False,242.4278024845549,3.096433751471035,0.0,,,,,,
Ba3Ca,8,0.029850338749998,0.029850338749998,False,485.6397649464429,3.091433956158484,0.0,,,,,,
Ba3Ce,4,0.301475077500001,0.301475077500001,False,226.99356283189272,4.038786940101951,0.0,,,,,,
Ba3Ce,8,0.30313198375,0.30313198375,False,453.4910922218275,4.043204608765339,0.0,,,,,,
Ba3Dy,8,0.228939094583334,0.228939094583334,False,412.0458429296696,4.630301020569985,0.0,,,,,,
Ba3Er,8,0.2337806125,0.2337806125,False,413.033125105062,4.657498832292063,0.0,,,,,,
Ba3Er,4,0.250791205,0.250791205,False,203.7676300956929,4.720330940128624,0.0,,,,,,
Ba3Eu,4,0.034673871249999,0.034673871249999,False,241.7701049903233,3.873318845401576,0.0,,,,,,
Ba3Ge4,28,0.001320972857143,-0.568540451071428,False,922.9531507289106,5.055930630788356,0.0,,,,,,
Ba3Ge4,28,0.0,-0.5698614239285721,True,893.3504239219526,5.223467723971885,0.0,,,,,,
Ba3Ge5,16,0.0,-0.549403898125,True,472.1621257638932,5.45244213352993,0.0,,,,,,
Ba3H,8,0.6675466790625001,0.440766602187499,False,400.2557167654125,3.426730663515582,0.0,,,,,,
Ba3Ho,4,0.250237113750001,0.250237113750001,False,206.48150272376355,4.639562247400872,0.0,,,,,,
Ba3La,4,0.172399203749999,0.172399203749999,False,218.58093597693255,4.185033340661085,0.0,,,,,,
Ba3La,8,0.174780477499999,0.174780477499999,False,437.53055513677646,4.181506840866934,0.0,,,,,,
Ba3Li,4,0.112876367708333,0.112645491666666,False,219.59918938171293,3.16775462066498,0.0,,,,,,
Ba3Mn,4,0.468342423017241,0.468342423017241,False,176.8449713740415,4.384276856378131,0.0,,,,,,
Ba3Mo,4,0.8903929474999991,0.8903929474999991,False,170.08600309242,4.958801123618891,0.0,,,,,,
Ba3N,8,0.0,-0.400365088750002,True,374.2490683806517,3.780205630447207,0.0,13.173,11.914,12.544,7.532,3.197,5.365
Ba3N2,5,0.6831039496666661,0.112867583999999,False,154.7730201368615,4.720641166264978,0.0,36.533,36.533,36.533,23.588,20.063,21.825
Ba3N2,40,0.114138911166667,-0.456097454499997,False,1128.710298326367,5.178497202469687,0.097799999999999,,,,,,
Ba3Na,4,0.054992631041665,0.049292739655171,False,242.1057283411597,2.9833493001896123,0.0,,,,,,
Ba3Na,4,0.075012718541666,0.069312827155172,False,235.59315120059364,3.065818983012419,0.0,,,,,,
Ba3Nb,4,0.7857501925000001,0.7857501925000001,False,176.9534806613882,4.737884870021987,0.0,,,,,,
Ba3Nd,8,0.181071070625,0.181071070625,False,426.2035452728328,4.334220263936064,0.0,,,,,,
Ba3Nd,4,0.194151415625,0.194151415625,False,211.503968262725,4.366963082669642,0.0,,,,,,
Ba3Np,4,0.679833552812499,0.679833552812499,False,223.41101421823416,4.823657901344325,0.0,,,,,,
Ba3P14,34,0.0,-0.50608046735294,True,888.0284343553575,3.162453986024103,1.8930999999999991,,,,,,
Ba3P2,5,0.442093207000001,-0.539046373857142,False,221.36717082405707,3.5550747021272,0.068899999999999,,,,,,
Ba3P2,40,0.0,-0.981139580857144,True,1452.1553993869104,4.335496485901339,0.250799999999999,,,,,,
Ba3P4,14,0.0,-0.948490984081629,True,430.26709162371327,4.136235979382881,0.483899999999999,,,,,,
Ba3Pa,4,0.7545531025000001,0.7545531025000001,False,192.4975817535454,5.54684708242356,0.0,,,,,,
Ba3Pb5,16,0.0,-0.506141184999996,True,603.2153969295712,7.972041265635218,0.0,,,,,,
Ba3Pm,4,0.216182898125,0.216182898125,False,210.28015672824796,4.398364183498298,0.0,,,,,,
Ba3Pm,4,0.209435940624999,0.209435940624999,False,210.81908292100476,4.387120449625028,0.0,,,,,,
Ba3Pm,8,0.190799316874999,0.190799316874999,False,424.9893123091972,4.35252691334054,0.0,,,,,,
Ba3Pr,8,0.174776738333333,0.174776738333333,False,426.8714466581733,4.301497371127366,0.0,,,,,,
Ba3Sb,4,0.170080984583333,-0.5425579875000001,False,173.033752181985,5.122109246142935,0.0,,,,,,
Ba3Sb2,5,0.416321581199999,-0.677399233999999,False,275.5769763822906,3.949840197046721,0.0,20.26,20.26,20.26,14.451,7.81,11.131
Ba3Sc4,7,0.411200752857141,0.411200752857142,False,252.8760867662401,3.886151317692162,0.0,,,,,,
Ba3Se,4,0.5455859375000001,-0.596294953085937,False,162.50291098350638,5.016689885502505,0.0,,,,,,
Ba3Si23,52,0.088464963557692,-0.022361497884614,False,1096.1165732533295,3.20543124158344,0.0,,,,,,
Ba3Si4,28,0.0,-0.367520217857141,True,886.401075068623,3.928961051630076,0.0,,,,,,
Ba3Sm,4,0.200907018749999,0.200907018749999,False,212.31780415547735,4.398072987638426,0.0,,,,,,
Ba3Sm,4,0.212021218749999,0.212021218749999,False,211.98993547883865,4.404875151934389,0.0,,,,,,
Ba3Sm,8,0.197240928749999,0.197240928749999,False,420.87241976253546,4.437397916346113,0.0,,,,,,
Ba3Sn2,20,0.004737244000003,-0.641007972999998,False,812.1201562595032,5.311311249093199,0.3747,,,,,,
Ba3Sn5,16,0.0,-0.625945496875001,True,574.6826192137398,5.810941386958318,0.0,,,,,,
Ba3Sr,4,0.003518937499999,0.002364407499999,False,251.9281036486417,3.293030694858324,0.0,,,,,,
Ba3Sr,4,0.016271512499999,0.015116982499999,False,259.0763213907292,3.202172138924438,0.0,,,,,,
Ba3Sr,8,0.017817212500001,0.016662682500001,False,517.2054007644135,3.2080367953864872,0.0,,,,,,
Ba3Tb,4,0.237196970833333,0.237196970833333,False,207.10289775749365,4.577494123984128,0.0,,,,,,
Ba3Tb,8,0.222508098333333,0.222508098333333,False,414.7391130532542,4.571607874482213,0.0,,,,,,
Ba3Te,4,0.3560194325,-0.645767896666666,False,192.23349914384767,4.6609739409915445,0.0,,,,,,
Ba3Te,8,0.353251585,-0.648535744166666,False,344.0819264944558,5.208034837653885,0.0,15.615,15.369,15.492,4.173,-10.349,-3.088
Ba3Th,4,0.423669675000001,0.423669675000001,False,194.0503355764932,5.511038182891739,0.0,,,,,,
Ba3Th,8,0.422398343750001,0.422398343750001,False,402.9575248435816,5.307848807043034,0.0,,,,,,
Ba3Tm,4,0.257135439999998,0.257135439999998,False,204.77020088351517,4.710804582039163,0.0,,,,,,
Ba3Tm,8,0.237866994999998,0.237866994999998,False,405.4559425515104,4.758260019654752,0.0,,,,,,
Ba3Y,4,0.240400965,0.240400965,False,207.39469403681844,4.010431347985963,0.0,,,,,,
Ba3Y,8,0.225374193749999,0.225374193749999,False,415.9706175950648,3.999042947696323,0.0,,,,,,
Ba3Yb,4,0.321406154999998,0.321406154999998,False,213.16346067135547,4.557301810647233,0.0,,,,,,
Ba3Yb,4,0.318573329999999,0.318573329999999,False,211.1427167992175,4.600917521607824,0.0,,,,,,
Ba4Al,10,0.383267739399999,0.303417706,False,619.2114574332862,3.090870755153268,0.0,,,,,,
Ba4Al5,18,0.0,-0.221805648333332,True,584.5193375051718,3.88752540867731,0.0,,,,,,
Ba4As3,14,0.0,-1.046557892499999,True,504.274411876637,5.097931183971699,0.0,,,,,,
Ba4Bi3,14,0.0,-0.911764586428576,True,616.9820436661529,6.331489769299902,0.0,24.169,24.169,24.169,12.142,10.848,11.495
Ba4Ge23,54,0.056386446111111,-0.179283108518519,False,1386.202241564972,5.318766789446256,0.0,,,,,,
Ba4P3,56,0.0,-1.003928899668367,True,1940.708121185392,4.3961142120278645,0.7701,,,,,,
Ba4Pd,10,0.155716980999999,-0.063963426999999,False,602.1583624438981,3.6165302318289454,0.0605,,,,,,
Ba4Pt,10,0.111553562,-0.188031234999999,False,624.9198642770436,3.956001617245805,0.0,,,,,,
Ba4Rh,10,0.0708682745,0.043603303,False,570.8638062638483,3.794341083215752,0.0,,,,,,
Ba4Si23,54,0.08948472765432,-0.052810975925926,False,1126.255619243901,3.524599511242846,0.0,74.091,74.091,74.091,35.412,34.403,34.907
Ba5As3,16,0.009240693990385,-1.0053669578125,False,612.0998236795311,4.94499398511111,0.0,,,,,,
Ba5Bi3,16,0.0,-0.8955071224999981,True,732.4057077334871,5.956383392494535,0.0,18.781,-5.052,6.865,12.421,16.545,14.483
Ba5Ga6,22,0.0,-0.411085470454545,True,779.530051431856,4.70758203783911,0.0,,,,,,
Ba5Ga6,22,0.002464825909093,-0.408620644545454,False,779.5303761558296,4.707580076831826,0.050699999999999,,,,,,
Ba5Ga6,22,0.0,-0.467605253636365,True,766.4380993241397,4.787994844348707,0.0,,,,,,
Ba5Ge3,32,0.017004229062497,-0.5011784303124991,False,1235.5970708910056,4.862584901743787,0.0,,,,,,
Ba5P4,18,0.0,-1.010274563730141,True,600.1986393214199,4.48490456719081,0.9422,,,,,,
Ba5P4,36,3.472888887223746e-05,-1.010239834841253,False,1200.524312507342,4.484429995578092,0.9365,,,,,,
Ba5P9,28,0.00123062017857,-0.838168841913264,False,785.960824129438,4.079293698475785,0.0,,,,,,
Ba5Pb3,16,0.015117826874995,-0.537898847500001,False,731.2550326214906,5.941498461913238,0.0,,,,,,
Ba5Sb3,16,0.0,-1.068958458125001,True,702.3341836756755,4.974116290626551,0.0,,,,,,
Ba5Sb4,18,0.0,-1.137742783333328,True,757.0565238134271,5.148712487608282,0.264899999999999,,,,,,
Ba5Sb4,36,1.426416666383545e-05,-1.137728519166661,False,1512.9167679512586,5.152783630340577,0.292199999999999,,,,,,
Ba5Si3,32,0.013945256250001,-0.300150794999999,False,1214.4353494586255,4.216265451859642,0.0,,,,,,
Ba5Sn3,16,0.011261958125002,-0.6202585968749991,False,712.8937301945748,4.857812452104312,0.0,,,,,,
Ba6Ge25,124,0.023061469758064,-0.284829399999999,False,3259.765812911013,5.379233094569717,0.0823,,,,,,
Ba6Mg23,29,0.0,-0.05028746189655,True,876.8957475042882,2.61888296669843,0.0,,,,,,
Ba6Si25,124,0.0,-0.185902451451613,True,2842.8849149399643,3.565600318115223,0.043199999999999,,,,,,
Ba7Al10,17,0.0,-0.23075273117647,True,526.6697708623855,3.881553567557542,0.0,,,,,,
Ba7Al13,20,0.024810519750002,-0.217451488499998,False,550.6122091291452,3.956883971440272,0.0,,,,,,
Ba7Cd31,38,0.0,-0.206004443684209,True,1028.359409066123,7.179208398530719,0.0,,,,,,
Ba7Ge39,92,0.049776782309782,-0.192296836304347,False,2218.423360420343,5.680158986167703,0.0,,,,,,
Ba7Ge6,52,0.012294160384614,-0.5599183742307691,False,1860.8294246996156,4.98699613147894,0.0,,,,,,
Ba7Hg31,38,0.015648851973691,-0.319534342565788,False,1088.455577508097,10.953107924289428,0.016999999999999,,,,,,
Ba8Ga7,60,0.0,-0.371140211333333,True,2230.366606035365,4.725212684670031,0.0,,,,,,
Ba8Ge43,204,0.032194373186274,-0.217338096421568,False,5095.09507326909,5.504134208824394,0.020799999999999,,,,,,
Ba8Ge43,51,0.03544817245098,-0.214084297156862,False,1278.9779400323876,5.481737841639956,0.0,,,,,,
Ba9In4,13,0.0,-0.281391594358978,True,603.6613215918919,4.663162328113168,0.0,,,,,,
BaAc3,8,0.104439201875,0.104439201875,False,387.4824873015913,7.013808351529065,0.0,,,,,,
BaAg,8,0.0,-0.275995824583332,True,291.6263924431248,5.584627716741473,0.0,,,,,,
BaAg2,6,0.003173213333334,-0.285019634444442,False,171.13484724845233,6.851621141023041,0.0,,,,,,
BaAg2,6,0.0,-0.288192847777776,True,180.0615351636691,6.511946798117878,0.0,,,,,,
BaAg5,6,0.0,-0.155002803055553,True,136.98248965846517,8.20275388423451,0.0,54.035,50.515,52.275,9.732,7.173,8.453
BaAl,8,0.077733473499999,-0.12189161,False,297.6126031809706,3.667059047971118,0.0,,,,,,
BaAl2,6,0.04432060651515,-0.198847718333334,False,155.1694243372379,4.094165427245203,0.0,42.631,42.631,42.631,31.802,31.802,31.802
BaAl4,5,0.0,-0.24118154,True,118.22684999220104,3.444669667803434,0.0,51.06,50.415,50.737,29.958,29.292,29.625
BaAs2,18,0.0,-0.7792174177777801,True,547.2425624795424,5.228292189511429,0.414499999999999,,,,,,
BaAs3,8,0.0,-0.619441594374999,True,226.09881338171945,5.318626582797692,0.0,,,,,,
BaAu,8,0.0,-0.722707377499999,True,271.7972680522398,8.169435035394839,0.0,31.037,30.544,30.79,13.806,12.444,13.125
BaAu2,3,0.0,-0.740450749999997,True,86.21447924983896,10.232367246803904,0.0,48.514,40.813,44.664,17.387,16.127,16.757
BaAu5,6,0.0,-0.443004061666672,True,134.3551498693286,13.86913909444186,0.0,83.217,77.279,80.248,18.081,15.055,16.568
BaB6,7,0.0,-0.409972365,True,78.2054570963525,4.293170680907804,0.0,141.127,141.127,141.127,133.831,125.968,129.899
BaBe13,28,0.038360302142857,0.038360302142856,False,301.53492801577033,2.802878558061427,0.0,,,,,,
BaBi3,4,0.017992561250001,-0.460834562500001,False,136.7844342595162,9.278082044425094,0.0,39.346,39.346,39.346,18.201,16.879,17.54
BaBi5,6,0.101324915833333,-0.217893166666669,False,211.9047032020044,9.264246666087596,0.0,,,,,,
BaBr2,12,0.0,-2.5807169366666702,True,419.8424677017977,4.700851519428873,4.3731,21.849,21.712,21.78,8.44,7.2,7.82
BaBr3,8,0.099493520000002,-1.8360441825,False,259.6491236724874,4.822569629940468,0.0,,,,,,
BaC,2,1.442161000833333,1.394465722499999,False,54.466655828072845,4.552897202812625,0.0,37.274,37.274,37.274,10.139,-4.565,2.787
BaC10,66,0.225179621060606,0.173148408333331,False,723.0114036278567,3.547489391670509,0.182299999999999,,,,,,
BaC2,3,0.241223841111112,0.177630136666666,False,59.06006096919111,4.536489078011071,1.3754,,,,,,
BaC2,6,0.146835474444444,0.083241769999999,False,143.23446742601212,3.741073309352728,2.1291,40.973,39.965,40.469,21.244,16.985,19.114
BaC2,24,0.478172547777778,0.414578843333333,False,422.151604447818,5.077328973013941,2.9153,,,,,,
BaC2,3,3.480065894444445,3.41647219,False,93.47001165702656,2.866430813302057,0.0,,,,,,
BaC2,3,0.159782247777778,0.096188543333333,False,70.58919279106291,3.795557236735035,1.616,41.043,39.063,40.053,14.015,-250.037,-118.011
BaC20,126,0.262682319047618,0.235427874285713,False,1511.10618424555,2.48925556501339,0.1463,,,,,,
BaC6,14,0.0,-0.081763334285715,True,172.39172162004743,4.033862699841146,0.0,,,,,,
BaCa,2,0.04079111,0.04079111,False,105.82970460869306,2.783603471250499,0.0,,,,,,
BaCa,2,0.077950792499997,0.077950792499997,False,109.75445250336486,2.684063620117292,0.0,,,,,,
